category,name,price_text,product_url,image_url
Home Art Light,Aura CYL WL 1LS B22 White,,https://havells.com/lighting/home-art-light/aura-cyl-wl-1ls-b22-white-lhfobfe1nz1w7x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfobfe1nz1w7x5.jpg
Home Art Light,Aura WL 1LS Black B22 PPCP,,https://havells.com/lighting/home-art-light/aura-wl-1ls-black-b22-ppcp-lhfhatebtl1k7x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfhatebtl1k7x5.jpg
Home Art Light,Floretine WL 1LS B22 SS PPCP,,https://havells.com/lighting/home-art-light/floretine-wl-1ls-b22-ss-ppcp-lhfoaje1tn1i060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoaje1tn1i060.jpg
Home Art Light,Venz WL 1LS ABR E27 PPCP,,https://havells.com/lighting/home-art-light/venz-wl-1ls-abr-e27-ppcp-lhfobcd1tz1o7x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfobcd1tz1o7x5.jpg
Home Art Light,Venz WL 2LS ABR E27 PPCP,,https://havells.com/lighting/home-art-light/venz-wl-2ls-abr-e27-ppcp-lhfobcd2tz1o7x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/v/e/venz_2ls_wall_light_1_2.jpg
Home Art Light,Floretine WL 2LS ABR B22 Glass,,https://havells.com/lighting/home-art-light/floretine-wl-2ls-abr-b22-glass-lhfoaje2tz1o7x5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/l/floretine_wl_2ls_abr_b22_glass_1.jpg
Home Art Light,Glaze Wall Light,,https://havells.com/lighting/home-art-light/glaze-wall-light-lhfoece1tz1b014.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoece1tz1b014_1_1.jpg
Home Art Light,Stylo Wall Light,,https://havells.com/lighting/home-art-light/stylo-wall-light-lhfoece1tz1o014.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoece1tz1o014_1_1.jpg
Home Art Light,Gobleto WL 2LS E27 GLD,,https://havells.com/lighting/home-art-light/gobleto-wl-2ls-e27-gld-lhfoakd2tz1d060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoakd2tz1d060.jpg
Home Art Light,Gobleto WL 1LS E27 GLD,,https://havells.com/lighting/home-art-light/gobleto-wl-1ls-e27-gld-lhfoakd1tz1d060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoakd1tz1d060.jpg
Home Art Light,Floretine WL 1LS E27 ABR,,https://havells.com/lighting/home-art-light/floretine-wl-1ls-e27-abr-lhfoajd1tz1t060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoajd1tz1t060_1.jpg
Home Art Light,Floretine WL 1LS E27 CGN,,https://havells.com/lighting/home-art-light/floretine-wl-1ls-e27-cgn-lhfoajd1tz1a060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoajd1tz1a060.jpg
Home Art Light,Floretine WL 2LS B22 SS,,https://havells.com/lighting/home-art-light/floretine-wl-2ls-b22-ss-lhfoaje2tz1i060.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhfoaje2tz1i060.jpg
Home Art Light,Omni Pendant 3LS E27 Matt GLD,,https://havells.com/lighting/home-art-light/omni-pendant-3ls-e27-matt-gld-lhfiawd3tn1t021.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/o/m/omni_pendant_3ls_e27matt_gld_1.jpg
Home Art Light,Questo Pendant 1LS E27 Matt GLD,,https://havells.com/lighting/home-art-light/questo-pendant-1ls-e27-matt-gld-lhfiayd1tn1t007.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/q/u/questo_pendant_1ls_e27matt_gld_1.jpg
Home Art Light,Versa Pendant 1LS E27 Matt GLD,,https://havells.com/lighting/home-art-light/versa-pendant-1ls-e27-matt-gld-lhfiaxd1tn1t007.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/v/e/versa_pendant_1ls_e27matt_gld_1.jpg
LED COB,Crysta Neo Swivel COB Spotlight,,https://havells.com/lighting/led-cob/lheeaqpdib1w024-c.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/h/fhvvehuwht06_97__18.jpg
LED COB,Crysta Deco Surface LED COB,,https://havells.com/lighting/led-cob/crysta-deco-surface-led-cob.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/c/r/crysta_deco_sur_cob_blk_g_1_1.jpg
LED COB,Crysta Deco 3-in-1 LED COB,,https://havells.com/lighting/led-cob/crysta-deco-3-in-1-led-cob.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/b/l/black_base_3.jpg
LED COB,Crysta Deco LED COB,,https://havells.com/lighting/led-cob/crysta-deco-cob-7-w-3-k-matt-black-lheebepbue1h007-1.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/c/r/crysta_deco_matt_black_1_1.jpg
LED Downlighter,Luna LED JB Downlight,,https://havells.com/lighting/led-downlighters/luna-led-jb-downlight.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/luna_6_w_1_2.jpg
LED Downlighter,Lumeno LED Downlight 5 W 9 in 1 RD,,https://havells.com/lighting/led-downlighters/lumeno-led-downlight-5-w-9-in-1-rd-lhfbayppnu1w005.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/lumeno_1_1.jpg
LED Downlighter,Luna LED RBP JB Downlight,,https://havells.com/lighting/led-downlighters/luna-led-rbp-jb-downlight.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/luna_rbp_6_w_1_1.jpg
LED Downlighter,Luna LED 3 in 1 JB Downlight,,https://havells.com/lighting/led-downlighters/luna-led-3-in-1-jb-downlight.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/luna_3in1_6_w_1_1.jpg
LED Downlighter,Joy Neo LED JB Downlight 12 W Duo 6500 K + Blue,,https://havells.com/lighting/led-downlighters/joy-neo-led-jb-downlight-12-w-duo-6500-k-blue-lhebampeiz1w012.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/j/o/joy_neo_1.jpg
LED Downlighter,Joy Neo LED JB Downlight 12 W Duo 6500 K + 3000 K,,https://havells.com/lighting/led-downlighters/joy-neo-led-jb-downlight-12-w-duo-6500-k-3000-k-lhebamp7iz1w012.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/h/lhebamp7iz1w012.jpg
LED Downlighter,Lumeno LED Downlight Round V5,,https://havells.com/lighting/led-downlighters/lumeno-led-downlight-round-v5.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/lumeno_2.jpg
LED Spotlight,Innova Neo LED Spotlight Round,,https://havells.com/lighting/led-spotlight/innova-neo-led-spotlight-round.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/f/h/fhvvehuwht06_98__9.jpg
LED Spotlight,Luna Striker LED Spotlight,,https://havells.com/lighting/led-spotlight/luna-striker-led-spotlight.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/l/u/luna_striker_5_w_3_1.jpg
LED Spotlight,Crysta Deco Surface LED COB,,https://havells.com/lighting/led-spotlight/crysta-deco-surface-led-cob.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/c/r/crysta_deco_sur_cob_blk_g_1_1.jpg
LED Spotlight,Crysta Deco LED COB,,https://havells.com/lighting/led-spotlight/crysta-deco-cob-7-w-3-k-matt-black-lheebepbue1h007-1.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/c/r/crysta_deco_matt_black_1_1.jpg
LED Spotlight,Olivia Smart Spotlight BLE MESH,,https://havells.com/lighting/led-spotlight/olivia-smart-spotlight-ble-mesh.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/o/l/olivia_smart_base_1_1.jpg
LED Spotlight,Crysta Neo Swivel COB 3 in 1 Spotlight,,https://havells.com/lighting/led-spotlight/crysta-neo-swivel-cob-3-in-1-spotlight.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/c/r/crysta_neo_3_in_1_2_1.jpg
LED Spotlight,Astral Neo LED Spotlight,,https://havells.com/lighting/led-spotlight/astral-neo-led-spotlight.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/a/s/astral_neo_led_spotlight_2_w_3000_k_1.jpg
Glamtubes,Neutron Plus Glamtube 20 W,,https://havells.com/lighting/glamtubes/neutron-plus-glamtube-20-w.html,https://havells.com/media/catalog/product/cache/bebb556ccaa04236261d8ba5676ddf4d/n/e/neutron_plus_1_1.jpg
