brand,title,product_type,tags,handle,product_url,price_min_inr,price_max_inr,option_names,variants,num_images,image_urls,created_at,updated_at
Atomberg,Blend and Carry Jar,Jars and Accessories,Jars and Accessories,blend-and-carry-jar,https://atomberg.com/products/blend-and-carry-jar,1199.0,1199.0,Title,Default Title :: SKU=FG1327 :: ₹1199.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/pli.s-01.jpg?v=1786979645,2026-08-17T20:44:01+05:30,2026-09-08T08:56:53+05:30
Atomberg,Dry grinding Jar 1 L,Jars and Accessories,Jars and Accessories,dry-grinding-jar,https://atomberg.com/products/dry-grinding-jar,1299.0,1299.0,Title,Default Title :: SKU=FG1226 :: ₹1299.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/dry_grinding_jar_23_dec_1.jpg?v=1783438521,2026-07-07T21:05:19+05:30,2026-09-08T08:56:53+05:30
Atomberg,Chutney Jar 0.4 L,Jars and Accessories,Jars and Accessories,chutney-jar-0-4l,https://atomberg.com/products/chutney-jar-0-4l,899.0,899.0,Title,Default Title :: SKU=FG1216 :: ₹899.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/chutney_jar_4l_accessories_23_dec_1_b7f57bb5-d2f5-4f80-b061-22c29fe2aa37.jpg?v=1783438516,2026-07-07T21:05:14+05:30,2026-09-08T08:56:53+05:30
Atomberg,Chopper Jar 0.5 L,Jars and Accessories,Jars and Accessories,chopper-jar,https://atomberg.com/products/chopper-jar,699.0,699.0,Title,Default Title :: SKU=FG1217 :: ₹699.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/chopper_jar_23_dec_1.jpg?v=1783438510,2026-07-07T21:05:08+05:30,2026-09-08T08:56:53+05:30
Atomberg,Chutney Jar 0.5 L,Jars and Accessories,Jars and Accessories,chutney-jar,https://atomberg.com/products/chutney-jar,899.0,899.0,Title,Default Title :: SKU=FG1214 :: ₹899.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/chutney_jar_0.5l_12_dec_1.jpg?v=1783438505,2026-07-07T21:05:03+05:30,2026-09-08T08:56:53+05:30
Atomberg,Liquidising  Jar 1.5 L,Jars and Accessories,Jars and Accessories,liquidising-jar,https://atomberg.com/products/liquidising-jar,1399.0,1399.0,Title,Default Title :: SKU=FG1215 :: ₹1399.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/liquidizing_jar.pli_ai-01.jpg?v=1783438499,2026-07-07T21:04:57+05:30,2026-09-08T08:56:53+05:30
Atomberg,Blender & Juicer Jar 1.6L,Jars and Accessories,Jars and Accessories,blender-juicer-jar,https://atomberg.com/products/blender-juicer-jar,1299.0,1299.0,Title,Default Title :: SKU=FG1010 :: ₹1299.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/juicer_jar_pli_26_feb_2.jpg?v=1783438493,2026-07-07T21:04:51+05:30,2026-09-08T08:56:53+05:30
Atomberg,Atomberg Intellon Water Purifier,Water Purifier,Water Purifier,intellon-waterpurifier,https://atomberg.com/products/intellon-waterpurifier,18999.0,18999.0,Title,Default Title :: SKU=FG0748 :: ₹18999.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/wp_pli_08_jan_1.png?v=1783438481,2026-07-07T21:04:38+05:30,2026-09-08T08:56:53+05:30
Atomberg,Zenova Flex Blender Mixer Grinder with Chopper Jar,Mixer Grinder,Mixer Grinder,atomberg-zenova-flex-blender-mixer-grinder-1,https://atomberg.com/products/atomberg-zenova-flex-blender-mixer-grinder-1,7399.0,7399.0,Color,Misty Teal :: SKU=FG1346 :: ₹7399.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/zenova_flex_pli-01.png?v=1784213152,2026-07-07T20:44:06+05:30,2026-09-08T08:56:53+05:30
Atomberg,Cypheo Elite Smart Door Lock,Smart Locks,Smart Locks,atomberg-cypheo-elite-smart-door-lock,https://atomberg.com/products/atomberg-cypheo-elite-smart-door-lock,29999.0,29999.0,Color,Rose Gold :: SKU=FG1004 :: ₹29999.00 | Cosmos Grey :: SKU=FG1005 :: ₹29999.00,2,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/cypheo_elite_sl_gold_pli_13_feb_9.jpg?v=1783437224 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/cypheo_elite_sl_blue_pli_13_feb_9__1.jpg?v=1783437224,2026-07-07T20:43:42+05:30,2026-09-08T08:56:53+05:30
